Value,REG_CODE_7,REG_NAME_7,MVG_NAME,MVS_NAME,count,pct,count.Extant,pct.Extant,EFG_DK,EFG_IBRA_MVS,EFG_IBRA_MVG,EGF_CM,EFG_combined
1522,MAL,Mallee,Other Shrublands,Other shrublands,1006553,0.131,58737,0.0076,T3.2,T3.2,T3.2,,T3.2
1523,MAL,Mallee,Tussock Grasslands,Other tussock grasslands,24,0,,,,,"T4.5, 0.51; T5.1, 0.49",,"T4.5, 0.51; T5.1, 0.49"
1524,MAL,Mallee,"Other Grasslands, Herblands, Sedgelands and Rushlands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",829,0.0001,,,,,"TF1.3, 0.4; TF1.4, 0.6",,"TF1.3, 0.4; TF1.4, 0.6"
1525,MAL,Mallee,"Chenopod Shrublands, Samphire Shrublands and Forblands","Mixed chenopod, samphire +/- forbs",9578,0.0012,2890,0.0004,"TF1.5, 0.5; F2.7, 0.4; T5.1, 0.1","TF1.5, 0.5; F2.7, 0.4; T5.1, 0.1","TF1.5, 0.5; F2.7, 0.4; T5.1, 0.1",,"TF1.5, 0.5; F2.7, 0.4; T5.1, 0.1"
1526,MAL,Mallee,"Naturally bare - sand, rock, claypan, mudflat","Naturally bare, sand, rock, claypan, mudflat",61549,0.008,36654,0.0048,T3.2,T3.2,T3.2,,T3.2
1527,MAL,Mallee,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,166732,0.0217,106151,0.0138,F2.7,F2.7,F2.7,,F2.7
1528,MAL,Mallee,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",30,0,14,0,"F2.3, 0.49; F2.7, 0.51","F2.3, 0.49; F2.7, 0.51",F2.7,,"F2.3, 0.49; F2.7, 0.51"
1529,MAL,Mallee,Eucalypt Open Woodlands,Eucalyptus open woodlands with shrubby understorey,17224,0.0022,6647,0.0009,T5.6,T5.6,T5.6,,T5.6
1530,MAL,Mallee,Other Shrublands,Melaleuca shrublands and open shrublands,21678,0.0028,12585,0.0016,"F2.7, 0.5; TF1.2, 0.1; TF1.5, 0.4","F2.7, 0.5; TF1.2, 0.1; TF1.5, 0.4",T3.2,,"F2.7, 0.5; TF1.2, 0.1; TF1.5, 0.4"
1531,MAL,Mallee,Other Forests and Woodlands,Banksia woodlands,415,0.0001,,,,,,,
1532,MAL,Mallee,Mallee Woodlands and Shrublands,Mallee with an open shrubby understorey,605370,0.0788,510243,0.0664,T5.6,T5.6,"T5.6, 0.9; T3.2, 0.1",,T5.6
1533,MAL,Mallee,Eucalypt Open Woodlands,Eucalyptus (+/- low) open woodlands with a chenopod or samphire understorey,9984,0.0013,5142,0.0007,"T5.6, 0.4; TF1.5, 0.6","T5.6, 0.4; TF1.5, 0.6",T5.6,,"T5.6, 0.4; TF1.5, 0.6"
1534,MAL,Mallee,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,923,0.0001,821,0.0001,T5.6,T5.6,T5.6,,T5.6
1535,MAL,Mallee,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with an open shrubby understorey,19822,0.0026,,,,,,,
1536,MAL,Mallee,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a dense shrubby understorey,112991,0.0147,,,,,,T3.2,T3.2
1537,MDD,Murray Darling Depression,Eucalypt Open Forests,Eucalyptus open forests with a shrubby understorey,3370,0.0004,3231,0.0004,TF1.5,TF1.5,TF1.5,,TF1.5
1538,MDD,Murray Darling Depression,Eucalypt Low Open Forests,Eucalyptus open forests with a shrubby understorey,160,0,160,0,"T2.6, 0.6; T4.4, 0.4",TF1.5,"T2.6, 0.6; T4.4, 0.4",,"T2.6, 0.6; T4.4, 0.4"
1539,MDD,Murray Darling Depression,Eucalypt Woodlands,Eucalyptus open forests with a shrubby understorey,11,0,,,,TF1.5,T4.4,,TF1.5
1540,MDD,Murray Darling Depression,Casuarina Forests and Woodlands,Eucalyptus open forests with a shrubby understorey,5,0,,,,TF1.5,T5.6,,TF1.5
1541,MDD,Murray Darling Depression,Eucalypt Open Forests,Eucalyptus open forests with a grassy understorey,11943,0.0016,11561,0.0015,TF1.5,TF1.5,TF1.5,,TF1.5
1542,MDD,Murray Darling Depression,Eucalypt Low Open Forests,Eucalyptus open forests with a grassy understorey,101,0,102,0,,TF1.5,"T2.6, 0.6; T4.4, 0.4",,TF1.5
1543,MDD,Murray Darling Depression,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,589722,0.0768,223520,0.0291,TF1.5,TF1.5,T4.4,,TF1.5
1544,MDD,Murray Darling Depression,Mallee Woodlands and Shrublands,Eucalyptus woodlands with a shrubby understorey,61284,0.008,,,,TF1.5,T5.6,,TF1.5
1545,MDD,Murray Darling Depression,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,1236730,0.161,105955,0.0138,T4.4,T4.4,T4.4,,T4.4
1546,MDD,Murray Darling Depression,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,7585,0.001,5332,0.0007,T4.3,T4.3,T4.4,,T4.3
1547,MDD,Murray Darling Depression,Callitris Forests and Woodlands,Callitris forests and woodlands,343465,0.0447,342470,0.0446,T5.6,T5.6,T5.6,,T5.6
1548,MDD,Murray Darling Depression,Acacia Forests and Woodlands,Other Acacia forests and woodlands,3638,0.0005,3189,0.0004,T5.6,T5.6,T5.6,,T5.6
1549,MDD,Murray Darling Depression,Melaleuca Forests and Woodlands,Melaleuca open forests and woodlands,176,0,175,0,TF1.2,TF1.2,TF1.2,,TF1.2
1550,MDD,Murray Darling Depression,Other Forests and Woodlands,Other forests and woodlands,30919,0.004,4,0,T5.6,T5.6,T5.6,,T5.6
1551,MDD,Murray Darling Depression,Eucalypt Open Woodlands,Eucalyptus low open woodlands with tussock grass,1061,0.0001,917,0.0001,"TF1.2, 0.4; TF1.5, 0.6","TF1.2, 0.4; TF1.5, 0.6","T5.6, 0.6; TF1.5, 0.4",,"TF1.2, 0.4; TF1.5, 0.6"
1552,MDD,Murray Darling Depression,Acacia Forests and Woodlands,Mulga (Acacia aneura) woodlands +/- tussock grass +/- forbs,289,0,289,0,T5.3,T5.3,T5.6,,T5.3
1553,MDD,Murray Darling Depression,Acacia Shrublands,Mulga (Acacia aneura) woodlands +/- tussock grass +/- forbs,816625,0.1063,816625,0.1062,T5.3,T5.3,T5.3,,T5.3
1554,MDD,Murray Darling Depression,Acacia Shrublands,Other Acacia tall open shrublands and [tall] shrublands,3717,0.0005,3717,0.0005,T5.6,T5.6,T5.3,,T5.6
1555,MDD,Murray Darling Depression,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with chenopods,2480,0.0003,2480,0.0003,T5.1,T5.1,T5.3,,T5.1
1556,MDD,Murray Darling Depression,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,1108,0.0001,1108,0.0001,T5.6,T5.3,T5.6,,T5.6
1557,MDD,Murray Darling Depression,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,5639,0.0007,5639,0.0007,T5.3,T5.3,T5.3,,T5.3
1558,MDD,Murray Darling Depression,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,1030954,0.1342,262098,0.0341,T5.6,T5.6,T5.6,,T5.6
1559,MDD,Murray Darling Depression,Acacia Shrublands,Casuarina and Allocasuarina forests and woodlands,4,0,,,,T5.6,T5.3,,T5.6
1560,MDD,Murray Darling Depression,Mallee Open Woodlands and Sparse Mallee Shrublands,Casuarina and Allocasuarina forests and woodlands,34,0,,,,T5.6,T5.6,,T5.6
1561,MDD,Murray Darling Depression,Mallee Woodlands and Shrublands,Mallee with hummock grass,2659975,0.3462,1482992,0.1929,T5.6,T5.6,T5.6,,T5.6
1562,MDD,Murray Darling Depression,Low Closed Forests and Tall Closed Shrublands,"Low closed forest or tall closed shrublands (including Acacia, Melaleuca and Banksia)",290,0,175,0,TF1.2,TF1.2,TF1.2,,TF1.2
1563,MDD,Murray Darling Depression,Mallee Woodlands and Shrublands,Mallee with a dense shrubby understorey,2096800,0.2729,1986368,0.2584,T5.6,T5.6,T5.6,,T5.6
1564,MDD,Murray Darling Depression,Mallee Woodlands and Shrublands,Heathlands,99,0,,,,"T3.2, 0.8; T5.6, 0.2",T5.6,,"T3.2, 0.8; T5.6, 0.2"
1565,MDD,Murray Darling Depression,Heathlands,Heathlands,308354,0.0401,304370,0.0396,"T3.2, 0.8; T5.6, 0.2","T3.2, 0.8; T5.6, 0.2","T3.2, 0.8; T5.6, 0.2",,"T3.2, 0.8; T5.6, 0.2"
1566,MDD,Murray Darling Depression,"Chenopod Shrublands, Samphire Shrublands and Forblands",Saltbush and bluebush shrublands,1445403,0.1881,950613,0.1237,"T5.1, 0.9; F2.6, 0.1","T5.1, 0.9; F2.6, 0.1","T5.1, 0.9; F2.6, 0.1",,"T5.1, 0.9; F2.6, 0.1"
1567,MDD,Murray Darling Depression,Other Shrublands,Other shrublands,54961,0.0072,47860,0.0062,"T3.2, 0.3; T5.6, 0.1; T5.3, 0.6","T3.2, 0.3; T5.6, 0.1; T5.3, 0.6","T3.2, 0.3; T5.6, 0.1; T5.3, 0.6",,"T3.2, 0.3; T5.6, 0.1; T5.3, 0.6"
1568,MDD,Murray Darling Depression,Hummock Grasslands,Hummock grasslands,208,0,202,0,T5.3,T5.3,T5.3,,T5.3
1569,MDD,Murray Darling Depression,Tussock Grasslands,Mitchell grass (Astrebla) tussock grasslands,437,0.0001,437,0.0001,"T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1",T5.6,,"T4.5, 0.9; T5.1, 0.1"
1570,MDD,Murray Darling Depression,Tussock Grasslands,Temperate tussock grasslands,88273,0.0115,55498,0.0072,"T4.5, 0.3; T5.1, 0.7","T4.5, 0.3; T5.1, 0.7",T5.6,,"T4.5, 0.3; T5.1, 0.7"
1571,MDD,Murray Darling Depression,Eucalypt Woodlands,Other tussock grasslands,6990,0.0009,,,,T5.6,T4.4,,T5.6
1572,MDD,Murray Darling Depression,Callitris Forests and Woodlands,Other tussock grasslands,21,0,,,,T5.6,T5.6,,T5.6
1573,MDD,Murray Darling Depression,Casuarina Forests and Woodlands,Other tussock grasslands,40960,0.0053,,,,T5.6,T5.6,,T5.6
1574,MDD,Murray Darling Depression,Tussock Grasslands,Other tussock grasslands,251928,0.0328,514694,0.067,T5.6,T5.6,T5.6,,T5.6
1575,MDD,Murray Darling Depression,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other tussock grasslands,44,0,,,,T5.6,"F2.5, 0.3; F2.7, 0.5; TF1.5, 0.2",,T5.6
1576,MDD,Murray Darling Depression,"Chenopod Shrublands, Samphire Shrublands and Forblands",Other tussock grasslands,15986,0.0021,,,,T5.6,"T5.1, 0.9; F2.6, 0.1",,T5.6
1577,MDD,Murray Darling Depression,"Inland aquatic - freshwater, salt lakes, lagoons",Other tussock grasslands,14552,0.0019,,,,T5.6,"F2.1, 0.49; F2.5, 0.51",,T5.6
1578,MDD,Murray Darling Depression,Mallee Open Woodlands and Sparse Mallee Shrublands,Other tussock grasslands,21047,0.0027,,,,T5.6,T5.6,,T5.6
1579,MDD,Murray Darling Depression,"Other Grasslands, Herblands, Sedgelands and Rushlands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",15874,0.0021,20876,0.0027,"F2.5, 0.3; F2.7, 0.5; TF1.5, 0.2","F2.5, 0.3; F2.7, 0.5; TF1.5, 0.2","F2.5, 0.3; F2.7, 0.5; TF1.5, 0.2",,"F2.5, 0.3; F2.7, 0.5; TF1.5, 0.2"
1580,MDD,Murray Darling Depression,Other Shrublands,"Mixed chenopod, samphire +/- forbs",1381,0.0002,,,,"T5.1, 0.99; MFT1.3, 0.01","T3.2, 0.3; T5.6, 0.1; T5.3, 0.6",,"T5.1, 0.99; MFT1.3, 0.01"
1581,MDD,Murray Darling Depression,"Chenopod Shrublands, Samphire Shrublands and Forblands","Mixed chenopod, samphire +/- forbs",250640,0.0326,525673,0.0684,"T5.1, 0.99; MFT1.3, 0.01","T5.1, 0.99; MFT1.3, 0.01","T5.1, 0.9; F2.6, 0.1",,"T5.1, 0.99; MFT1.3, 0.01"
1582,MDD,Murray Darling Depression,"Other Grasslands, Herblands, Sedgelands and Rushlands",Saline or brackish sedgelands or grasslands,4737,0.0006,5914,0.0008,MFT1.3,MFT1.3,"F2.5, 0.3; F2.7, 0.5; TF1.5, 0.2",,MFT1.3
1583,MDD,Murray Darling Depression,"Naturally bare - sand, rock, claypan, mudflat","Naturally bare, sand, rock, claypan, mudflat",16769,0.0022,16756,0.0022,"MT1.3, 0.2, MT2.1, 0.2; T5.1, 0.5","MT1.3, 0.2, MT2.1, 0.2; T5.1, 0.5","MT1.3, 0.2, MT2.1, 0.2; T5.1, 0.5",,"MT1.3, 0.2, MT2.1, 0.2; T5.1, 0.5"
1584,MDD,Murray Darling Depression,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,22531,0.0029,22502,0.0029,F2.7,F2.7,"F2.1, 0.49; F2.5, 0.51",,F2.7
1585,MDD,Murray Darling Depression,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",178315,0.0232,175149,0.0228,"F2.1, 0.49; F2.5, 0.51","F2.1, 0.49; F2.5, 0.51","F2.1, 0.49; F2.5, 0.51",,"F2.1, 0.49; F2.5, 0.51"
1586,MDD,Murray Darling Depression,Acacia Shrublands,Mulga (Acacia aneura) open woodlands and sparse shrublands +/- tussock grass,33597,0.0044,33597,0.0044,T5.3,T5.3,T5.3,,T5.3
1587,MDD,Murray Darling Depression,Sea and estuaries,"Sea, estuaries (includes seagrass)",373,0,370,0,"FM1.3, 0.6; F2.2, 0.4","FM1.3, 0.6; F2.2, 0.4","FM1.3, 0.6; F2.2, 0.4",,"FM1.3, 0.6; F2.2, 0.4"
1588,MDD,Murray Darling Depression,Eucalypt Open Woodlands,Eucalyptus open woodlands with shrubby understorey,6528,0.0008,6657,0.0009,T2.6,T2.6,"T5.6, 0.6; TF1.5, 0.4",,T2.6
1589,MDD,Murray Darling Depression,Eucalypt Open Woodlands,Eucalyptus open woodlands with a grassy understorey,22065,0.0029,20593,0.0027,"T5.6, 0.6; TF1.5, 0.4","T5.6, 0.6; TF1.5, 0.4","T5.6, 0.6; TF1.5, 0.4",,"T5.6, 0.6; TF1.5, 0.4"
1590,MDD,Murray Darling Depression,Other Shrublands,Melaleuca shrublands and open shrublands,14669,0.0019,11709,0.0015,"T5.6, 0.7; T3.2, 0.3","T5.6, 0.7; T3.2, 0.3","T3.2, 0.3; T5.6, 0.1; T5.3, 0.6",,"T5.6, 0.7; T3.2, 0.3"
1591,MDD,Murray Darling Depression,Other Forests and Woodlands,Banksia woodlands,15764,0.0021,,,,,T5.6,,T5.6
1592,MDD,Murray Darling Depression,Eucalypt Open Woodlands,Eucalyptus low open woodlands with a shrubby understorey,5008,0.0007,4452,0.0006,"T2.6, 0.6; T3.2, 0.4","T2.6, 0.6; T3.2, 0.4","T5.6, 0.6; TF1.5, 0.4",,"T2.6, 0.6; T3.2, 0.4"
1593,MDD,Murray Darling Depression,Mallee Woodlands and Shrublands,Mallee with an open shrubby understorey,1817167,0.2365,1756045,0.2285,"T5.6, 0.95; T3.2, 0.05","T5.6, 0.95; T3.2, 0.05",T5.6,,"T5.6, 0.95; T3.2, 0.05"
1594,MDD,Murray Darling Depression,Acacia Shrublands,Mallee with an open shrubby understorey,6,0,,,,"T5.6, 0.95; T3.2, 0.05",T5.3,,"T5.6, 0.95; T3.2, 0.05"
1595,MDD,Murray Darling Depression,Mallee Open Woodlands and Sparse Mallee Shrublands,Mallee with an open shrubby understorey,68,0,,,,"T5.6, 0.95; T3.2, 0.05",T5.6,,"T5.6, 0.95; T3.2, 0.05"
1596,MDD,Murray Darling Depression,Eucalypt Open Woodlands,Eucalyptus (+/- low) open woodlands with a chenopod or samphire understorey,18,0,19,0,T5.6,T5.6,"T5.6, 0.6; TF1.5, 0.4",,T5.6
1597,MDD,Murray Darling Depression,Other Shrublands,Lignum shrublands and wetlands,15029,0.002,9383,0.0012,TF1.5,TF1.5,"T3.2, 0.3; T5.6, 0.1; T5.3, 0.6",,TF1.5
1598,MDD,Murray Darling Depression,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",107703,0.014,68155,0.0089,TF1.2,TF1.2,T4.4,,TF1.2
1599,MDD,Murray Darling Depression,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",833,0.0001,6927,0.0009,T2.5,T2.5,TF1.5,,T2.5
1600,MDD,Murray Darling Depression,Casuarina Forests and Woodlands,Mallee with a tussock grass understorey,8,0,,,,T5.6,T5.6,,T5.6
1601,MDD,Murray Darling Depression,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,2263417,0.2946,45254,0.0059,T5.6,T5.6,T5.6,,T5.6
1602,MDD,Murray Darling Depression,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",7283,0.0009,6229,0.0008,TF1.3,TF1.3,"F2.5, 0.3; F2.7, 0.5; TF1.5, 0.2",,TF1.3
1603,MDD,Murray Darling Depression,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,1239,0.0002,1239,0.0002,MT2.1,MT2.1,"F2.5, 0.3; F2.7, 0.5; TF1.5, 0.2",,MT2.1
1604,MDD,Murray Darling Depression,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,68338,0.0089,18077,0.0024,TF1.5,TF1.5,T4.4,,TF1.5
1605,MDD,Murray Darling Depression,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus woodlands with a chenopod or samphire understorey,9,0,,,,TF1.5,"F2.1, 0.49; F2.5, 0.51",,TF1.5
1606,MDD,Murray Darling Depression,Mallee Open Woodlands and Sparse Mallee Shrublands,Eucalyptus woodlands with a chenopod or samphire understorey,13,0,,,,TF1.5,T5.6,,TF1.5
1607,MDD,Murray Darling Depression,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a hummock grass understorey,362982,0.0472,139806,0.0182,T5.6,T5.6,T5.6,,T5.6
1608,MDD,Murray Darling Depression,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a tussock grass understorey,159322,0.0207,15506,0.002,T5.6,T5.6,T5.6,,T5.6
1609,MDD,Murray Darling Depression,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with an open shrubby understorey,40635,0.0053,18128,0.0024,T5.6,T5.6,T5.6,,T5.6
1610,MDD,Murray Darling Depression,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a dense shrubby understorey,238688,0.0311,157554,0.0205,T5.6,T5.6,T5.6,,T5.6
1611,MDD,Murray Darling Depression,Other Open Woodlands,Callitris open woodlands,2092,0.0003,2090,0.0003,T5.6,T5.6,T5.6,,T5.6
1612,MDD,Murray Darling Depression,Casuarina Forests and Woodlands,Casuarina and Allocasuarina open woodlands with a tussock grass understorey,141877,0.0185,,,,,T5.6,,T5.6
1613,MDD,Murray Darling Depression,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a tussock grass understorey,456584,0.0594,,,,,T5.6,,T5.6
1614,MDD,Murray Darling Depression,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a chenopod shrub understorey,507710,0.0661,,,,,T5.6,,T5.6
1615,MDD,Murray Darling Depression,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,1986427,0.2586,2494136,0.3245,T5.6,T5.6,T5.6,,T5.6
1616,MDD,Murray Darling Depression,Other Open Woodlands,Other open woodlands,33014,0.0043,33023,0.0043,T5.6,T5.6,T5.6,,T5.6
1617,MDD,Murray Darling Depression,Unclassified native vegetation,Unclassified native vegetation,172,0,171,0,TF1.5,TF1.5,TF1.5,,TF1.5
1618,MDD,Murray Darling Depression,Mallee Open Woodlands and Sparse Mallee Shrublands,Unknown/no data,606,0.0001,,,,F2.5,T5.6,,F2.5
1619,MGD,Mitchell Grass Downs,Eucalypt Open Forests,Eucalyptus open forests with a shrubby understorey,83,0,,,,,,,
1620,MGD,Mitchell Grass Downs,Eucalypt Low Open Forests,Eucalyptus open forests with a grassy understorey,16,0,16,0,,,,,
1621,MGD,Mitchell Grass Downs,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,5993,0.0008,11432,0.0015,T4.2,T4.2,T4.2,,T4.2
1622,MGD,Mitchell Grass Downs,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,406713,0.0529,497508,0.0647,T4.2,T4.2,T4.2,,T4.2
1623,MGD,Mitchell Grass Downs,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,7116,0.0009,4262,0.0006,T4.3,T4.3,T4.2,,T4.3
1624,MGD,Mitchell Grass Downs,Other Forests and Woodlands,Tropical mixed spp forests and woodlands,61,0,41801,0.0054,T4.2,T4.2,T5.3,,T4.2
1625,MGD,Mitchell Grass Downs,Callitris Forests and Woodlands,Callitris forests and woodlands,301,0,29,0,,,,,
1626,MGD,Mitchell Grass Downs,Acacia Forests and Woodlands,Brigalow (Acacia harpophylla) forests and woodlands,97407,0.0127,31779,0.0041,"T1.2, 0.2; T5.6, 0.8","T1.2, 0.2; T5.6, 0.8",T4.3,,"T1.2, 0.2; T5.6, 0.8"
1627,MGD,Mitchell Grass Downs,Acacia Open Woodlands,Brigalow (Acacia harpophylla) forests and woodlands,32692,0.0043,,,,"T1.2, 0.2; T5.6, 0.8",T4.3 (Qld); T5.6 (NT),,"T1.2, 0.2; T5.6, 0.8"
1628,MGD,Mitchell Grass Downs,Acacia Forests and Woodlands,Other Acacia forests and woodlands,873879,0.1137,2052787,0.2671,T4.3,T4.3,T4.3,,T4.3
1629,MGD,Mitchell Grass Downs,Melaleuca Forests and Woodlands,Melaleuca open forests and woodlands,46619,0.0061,46617,0.0061,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2","TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2","TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2",,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2"
1630,MGD,Mitchell Grass Downs,Other Forests and Woodlands,Other forests and woodlands,58925,0.0077,516350,0.0672,T5.3,T5.3,T5.3,,T5.3
1631,MGD,Mitchell Grass Downs,Eucalypt Open Woodlands,Eucalyptus low open woodlands with hummock grass,776876,0.1011,721439,0.0939,T4.3,T4.3,T4.3,,T4.3
1632,MGD,Mitchell Grass Downs,Mallee Open Woodlands and Sparse Mallee Shrublands,Eucalyptus low open woodlands with hummock grass,136723,0.0178,,,,T4.3,,,T4.3
1633,MGD,Mitchell Grass Downs,Eucalypt Open Woodlands,Eucalyptus low open woodlands with tussock grass,764926,0.0996,1736362,0.2259,"TF1.5, 0.6; TF1.2, 0.4","TF1.5, 0.6; TF1.2, 0.4",T4.3,,"TF1.5, 0.6; TF1.2, 0.4"
1634,MGD,Mitchell Grass Downs,Acacia Forests and Woodlands,Mulga (Acacia aneura) woodlands +/- tussock grass +/- forbs,109192,0.0142,1322,0.0002,T5.3,T5.3,T4.3,,T5.3
1635,MGD,Mitchell Grass Downs,Acacia Open Woodlands,Mulga (Acacia aneura) woodlands +/- tussock grass +/- forbs,23647,0.0031,,,,T5.3,T4.3 (Qld); T5.6 (NT),,T5.3
1636,MGD,Mitchell Grass Downs,Acacia Forests and Woodlands,Other Acacia tall open shrublands and [tall] shrublands,5575,0.0007,,,,T5.6,T4.3,,T5.6
1637,MGD,Mitchell Grass Downs,Acacia Shrublands,Other Acacia tall open shrublands and [tall] shrublands,5,0,752129,0.0978,T5.6,T5.6,T5.6,,T5.6
1638,MGD,Mitchell Grass Downs,Acacia Forests and Woodlands,Acacia (+/- low) open woodlands and shrublands with hummock grass,534988,0.0696,,,,"T4.3, 0.6; T4.5, 0.3; T5.3, 0.1",T4.3,,"T4.3, 0.6; T4.5, 0.3; T5.3, 0.1"
1639,MGD,Mitchell Grass Downs,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands with hummock grass,256086,0.0333,21074,0.0027,"T4.3, 0.1; T5.3, 0.9","T4.3, 0.6; T4.5, 0.3; T5.3, 0.1",T4.3 (Qld); T5.6 (NT),,"T4.3, 0.1; T5.3, 0.9"
1640,MGD,Mitchell Grass Downs,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with hummock grass,261566,0.034,106229,0.0138,"T4.3, 0.6; T4.5, 0.3; T5.3, 0.1","T4.3, 0.6; T4.5, 0.3; T5.3, 0.1",T5.6,,"T4.3, 0.6; T4.5, 0.3; T5.3, 0.1"
1641,MGD,Mitchell Grass Downs,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,2116501,0.2755,1253126,0.163,T4.3 (Qld); T5.6 (NT),T4.3 (Qld); T5.6 (NT),T4.3 (Qld); T5.6 (NT),,T4.3 (Qld); T5.6 (NT)
1642,MGD,Mitchell Grass Downs,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,1176528,0.1531,25242,0.0033,T5.6,T4.3 (Qld); T5.6 (NT),T5.6,,T5.6
1643,MGD,Mitchell Grass Downs,Tussock Grasslands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,94354,0.0123,,,,T4.3 (Qld); T5.6 (NT),"T4.5, 0.9; T5.1, 0.1",,T4.3 (Qld); T5.6 (NT)
1644,MGD,Mitchell Grass Downs,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,11168,0.0015,313984,0.0408,T5.6,T5.6,T4.3 (Qld); T5.6 (NT),,T5.6
1645,MGD,Mitchell Grass Downs,Mallee Woodlands and Shrublands,Mallee with hummock grass,1329,0.0002,2,0,T4.3,T4.3,T4.3,,T4.3
1646,MGD,Mitchell Grass Downs,"Chenopod Shrublands, Samphire Shrublands and Forblands",Saltbush and bluebush shrublands,73492,0.0096,41809,0.0054,F2.6,F2.6,F2.7,,F2.6
1647,MGD,Mitchell Grass Downs,Other Shrublands,Other shrublands,733018,0.0954,343654,0.0447,T4.3,T4.3,T4.3,,T4.3
1648,MGD,Mitchell Grass Downs,Hummock Grasslands,Hummock grasslands,301897,0.0393,476832,0.062,T5.3,T5.3,T5.3,,T5.3
1649,MGD,Mitchell Grass Downs,Tussock Grasslands,Mitchell grass (Astrebla) tussock grasslands,21063302,2.7417,19626729,2.5533,"T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1",,"T4.5, 0.9; T5.1, 0.1"
1650,MGD,Mitchell Grass Downs,Tussock Grasslands,Blue grass (Dicanthium) and tall bunch grass (Vitiveria syn: Chrysopogon) tussock grasslands,39243,0.0051,38367,0.005,"T4.5, 0.9; T4.2, 0.1","T4.5, 0.9; T4.2, 0.1","T4.5, 0.9; T5.1, 0.1",,"T4.5, 0.9; T4.2, 0.1"
1651,MGD,Mitchell Grass Downs,Tussock Grasslands,Other tussock grasslands,68533,0.0089,1784232,0.2321,"T4.5, 0.7; T5.1, 0.3","T4.5, 0.7; T5.1, 0.3","T4.5, 0.9; T5.1, 0.1",,"T4.5, 0.7; T5.1, 0.3"
